Order Date,Category,Sub Category,Sales,Discount,Profit
2017-07-14,Snacks,Noodles,1560,0.32,140.4
2017-07-14,Beverages,Soft Drinks,2498,0.34,299.76
2017-07-14,Food Grains,Dals & Pulses,2222,0.34,244.42
2017-07-14,Bakery,Biscuits,1329,0.3,225.93
2017-07-14,Food Grains,Organic Staples,814,0.21,350.02
2017-07-14,Fruits & Veggies,Organic Fruits,1626,0.25,211.38
2017-07-14,"Eggs, Meat & Fish",Eggs,1432,0.29,71.6
2017-07-14,Oil & Masala,Edible Oil & Ghee,1893,0.16,530.04
2017-07-15,Bakery,Biscuits,1563,0.25,296.97
2017-07-15,Fruits & Veggies,Organic Vegetables,1668,0.29,383.64
2017-07-15,Snacks,Noodles,1435,0.21,186.55
2017-07-16,Beverages,Soft Drinks,813,0.16,138.21
2017-07-16,Fruits & Veggies,Organic Fruits,2015,0.24,564.2
2017-07-16,Fruits & Veggies,Fresh Vegetables,1963,0.27,392.6
2017-07-16,Snacks,Chocolates,1899,0.3,797.58
2017-07-16,Beverages,Soft Drinks,2172,0.2,608.16
2017-07-16,Beverages,Soft Drinks,2016,0.29,665.28
2017-07-16,Fruits & Veggies,Fresh Vegetables,1029,0.3,329.28
2017-07-16,Fruits & Veggies,Organic Fruits,832,0.2,366.08
2017-07-16,Fruits & Veggies,Fresh Fruits,571,0.2,222.69
2017-07-16,"Eggs, Meat & Fish",Chicken,996,0.28,239.04
2017-07-16,"Eggs, Meat & Fish",Eggs,2421,0.23,677.88
2017-07-16,Fruits & Veggies,Fresh Fruits,1376,0.15,509.12
2017-07-17,Snacks,Cookies,1017,0.25,345.78
2017-07-17,Fruits & Veggies,Organic Vegetables,2115,0.18,803.7
2017-07-17,Food Grains,Atta & Flour,1395,0.1,571.95
2017-07-17,Snacks,Noodles,2200,0.26,396
2017-07-17,Oil & Masala,Spices,1986,0.24,496.5
2017-07-17,Food Grains,Atta & Flour,2477,0.33,891.72
2017-07-17,Bakery,Cakes,816,0.27,97.92
2017-07-17,Snacks,Chocolates,2360,0.28,542.8
2017-07-17,Bakery,Cakes,1903,0.26,799.26
2017-07-17,Oil & Masala,Spices,1365,0.24,532.35
2017-07-17,Oil & Masala,Masalas,780,0.2,46.8
2017-07-17,Fruits & Veggies,Organic Vegetables,651,0.35,169.26
2017-07-17,"Eggs, Meat & Fish",Chicken,2399,0.13,359.85
2017-07-17,Bakery,Breads & Buns,2025,0.16,405
2017-07-17,Food Grains,Atta & Flour,1916,0.27,268.24
2017-07-17,"Eggs, Meat & Fish",Chicken,869,0.34,130.35
2017-07-17,Oil & Masala,Spices,2434,0.23,316.42
2017-07-18,Fruits & Veggies,Fresh Fruits,2079,0.24,519.75
2017-07-18,Oil & Masala,Edible Oil & Ghee,2367,0.27,284.04
2017-07-18,Food Grains,Dals & Pulses,1943,0.19,174.87
2017-07-18,Snacks,Chocolates,836,0.26,259.16
2017-07-18,Food Grains,Dals & Pulses,2353,0.11,188.24
2017-07-18,Beverages,Health Drinks,1082,0.25,162.3
2017-07-18,Beverages,Health Drinks,1168,0.12,198.56
2017-07-18,"Eggs, Meat & Fish",Chicken,2190,0.3,788.4
2017-07-18,Bakery,Cakes,2462,0.25,984.8
2017-07-18,"Eggs, Meat & Fish",Fish,1492,0.15,164.12
2017-07-18,Beverages,Soft Drinks,2100,0.13,588
2017-07-18,Bakery,Biscuits,521,0.14,161.51
2017-07-19,"Eggs, Meat & Fish",Mutton,536,0.35,176.88
2017-07-19,Food Grains,Organic Staples,2070,0.25,455.4
2017-07-19,Beverages,Soft Drinks,1794,0.32,358.8
2017-07-19,Oil & Masala,Spices,2493,0.33,149.58
2017-07-19,Bakery,Biscuits,1050,0.18,157.5
2017-07-19,Beverages,Health Drinks,814,0.16,154.66
2017-07-19,Beverages,Health Drinks,1597,0.25,495.07
2017-07-19,Fruits & Veggies,Organic Fruits,703,0.13,105.45
2017-07-20,Food Grains,Dals & Pulses,2274,0.24,750.42
2017-07-21,Bakery,Cakes,1314,0.31,210.24
2017-07-21,Oil & Masala,Edible Oil & Ghee,1280,0.26,499.2
2017-07-21,"Eggs, Meat & Fish",Fish,1835,0.32,128.45
2017-07-21,Oil & Masala,Spices,1286,0.12,501.54
2017-07-21,Beverages,Health Drinks,674,0.3,155.02
2017-07-21,Food Grains,Rice,2272,0.27,1022.4
2017-07-21,"Eggs, Meat & Fish",Eggs,1313,0.16,105.04
2017-07-21,Snacks,Cookies,2220,0.33,688.2
2017-07-21,Bakery,Cakes,1726,0.32,258.9
2017-07-22,Snacks,Cookies,722,0.12,238.26
2017-07-22,Bakery,Breads & Buns,1298,0.26,363.44
2017-07-22,Oil & Masala,Edible Oil & Ghee,533,0.11,165.23
2017-07-22,Snacks,Chocolates,1257,0.27,540.51
2017-07-22,Bakery,Cakes,1405,0.22,365.3
2017-07-22,Fruits & Veggies,Organic Vegetables,1908,0.1,744.12
2017-07-22,Fruits & Veggies,Organic Vegetables,952,0.33,409.36
2017-07-22,Oil & Masala,Edible Oil & Ghee,1240,0.33,496
2017-07-22,Oil & Masala,Masalas,2461,0.25,516.81
2017-07-22,Fruits & Veggies,Organic Vegetables,2240,0.2,649.6
2017-07-22,"Eggs, Meat & Fish",Mutton,2125,0.33,361.25
2017-07-22,Bakery,Biscuits,2340,0.14,210.6
2017-07-23,Food Grains,Organic Staples,1478,0.12,251.26
2017-07-23,Food Grains,Atta & Flour,1726,0.13,759.44
2017-07-23,Beverages,Soft Drinks,1423,0.32,270.37
2017-07-23,Bakery,Biscuits,865,0.13,337.35
2017-07-23,Beverages,Health Drinks,1086,0.29,195.48
2017-07-23,Food Grains,Dals & Pulses,1017,0.31,203.4
2017-07-23,Bakery,Biscuits,1127,0.15,157.78
2017-07-23,Beverages,Health Drinks,1875,0.22,543.75
2017-07-23,"Eggs, Meat & Fish",Chicken,2251,0.22,900.4
2017-07-23,Bakery,Cakes,992,0.26,376.96
2017-07-24,"Eggs, Meat & Fish",Mutton,1599,0.27,399.75
2017-07-24,Food Grains,Organic Staples,568,0.25,232.88
2017-07-25,Food Grains,Atta & Flour,1398,0.26,545.22
2017-07-25,Beverages,Health Drinks,1070,0.24,53.5
2017-07-25,Fruits & Veggies,Organic Vegetables,1948,0.25,818.16
2017-07-25,"Eggs, Meat & Fish",Mutton,702,0.28,161.46
2017-07-25,"Eggs, Meat & Fish",Mutton,2003,0.12,220.33
2017-07-25,Snacks,Cookies,995,0.17,218.9
2017-07-25,Food Grains,Atta & Flour,649,0.34,64.9
2017-07-25,"Eggs, Meat & Fish",Mutton,577,0.31,201.95
2017-07-25,Bakery,Biscuits,2481,0.16,769.11
2017-07-25,Fruits & Veggies,Fresh Fruits,1581,0.19,110.67
2017-07-25,Snacks,Noodles,2324,0.19,836.64
2017-07-25,Fruits & Veggies,Fresh Vegetables,2338,0.32,350.7
2017-07-25,Oil & Masala,Edible Oil & Ghee,2368,0.17,923.52
2017-07-25,Oil & Masala,Spices,2490,0.21,622.5
2017-07-25,"Eggs, Meat & Fish",Fish,1976,0.26,790.4
2017-07-25,Food Grains,Dals & Pulses,2156,0.23,258.72
2017-07-25,Food Grains,Organic Staples,1991,0.28,816.31
2017-07-25,Beverages,Soft Drinks,2285,0.27,868.3
2017-07-25,Snacks,Cookies,1544,0.31,216.16
2017-07-28,Food Grains,Dals & Pulses,1419,0.26,85.14
2017-07-28,Oil & Masala,Masalas,2428,0.21,194.24
2017-07-28,Snacks,Chocolates,871,0.17,339.69
2017-07-28,Oil & Masala,Edible Oil & Ghee,697,0.19,271.83
2017-07-28,Beverages,Health Drinks,794,0.23,262.02
2017-07-28,Bakery,Cakes,1771,0.1,141.68
2017-07-28,Snacks,Cookies,693,0.32,166.32
2017-07-28,Food Grains,Atta & Flour,1319,0.33,290.18
2017-07-29,Fruits & Veggies,Organic Vegetables,2285,0.35,776.9
2017-07-29,Bakery,Biscuits,1452,0.17,304.92
2017-07-29,Fruits & Veggies,Fresh Vegetables,1386,0.16,277.2
2017-07-29,Fruits & Veggies,Fresh Vegetables,1689,0.26,168.9
2017-07-30,Fruits & Veggies,Fresh Fruits,2295,0.18,275.4
2017-07-30,"Eggs, Meat & Fish",Chicken,1339,0.2,535.6
2017-07-30,Food Grains,Dals & Pulses,1279,0.26,511.6
2017-07-30,Oil & Masala,Edible Oil & Ghee,1547,0.19,603.33
2017-07-31,Bakery,Breads & Buns,918,0.35,91.8
2017-07-31,Snacks,Cookies,2191,0.22,591.57
2017-07-31,Oil & Masala,Edible Oil & Ghee,2181,0.21,697.92
2017-07-31,"Eggs, Meat & Fish",Eggs,1149,0.27,333.21
2017-07-31,Snacks,Chocolates,1518,0.17,667.92
2017-08-01,Snacks,Noodles,1368,0.16,300.96
2017-08-01,"Eggs, Meat & Fish",Chicken,1723,0.19,379.06
2017-08-01,Snacks,Chocolates,1114,0.28,200.52
2017-08-01,Bakery,Cakes,1229,0.14,368.7
2017-08-02,Beverages,Soft Drinks,787,0.33,165.27
2017-08-02,"Eggs, Meat & Fish",Chicken,812,0.13,251.72
2017-08-02,Fruits & Veggies,Organic Fruits,1943,0.33,796.63
2017-08-03,Fruits & Veggies,Organic Fruits,1090,0.28,316.1
2017-08-03,Fruits & Veggies,Fresh Fruits,536,0.22,209.04
2017-08-04,Bakery,Cakes,2056,0.14,431.76
2017-08-04,Bakery,Breads & Buns,1644,0.12,131.52
2017-08-04,Beverages,Health Drinks,1419,0.21,340.56
2017-08-04,Food Grains,Atta & Flour,1097,0.3,197.46
2017-08-04,"Eggs, Meat & Fish",Chicken,1881,0.15,188.1
2017-08-04,Fruits & Veggies,Organic Vegetables,2305,0.28,945.05
2017-08-04,Fruits & Veggies,Fresh Fruits,1036,0.14,145.04
2017-08-04,Fruits & Veggies,Organic Fruits,2381,0.19,380.96
2017-08-05,Bakery,Breads & Buns,2249,0.16,989.56
2017-08-06,Food Grains,Atta & Flour,2301,0.19,437.19
2017-08-06,Oil & Masala,Spices,2337,0.32,747.84
2017-08-06,Beverages,Soft Drinks,1101,0.26,495.45
2017-08-07,"Eggs, Meat & Fish",Chicken,764,0.29,183.36
2017-08-08,Beverages,Soft Drinks,1319,0.35,435.27
2017-08-08,Beverages,Soft Drinks,1245,0.28,423.3
2017-08-08,"Eggs, Meat & Fish",Eggs,916,0.25,238.16
2017-08-08,Beverages,Health Drinks,570,0.17,142.5
2017-08-08,Fruits & Veggies,Organic Fruits,2449,0.12,685.72
2017-08-08,"Eggs, Meat & Fish",Chicken,735,0.23,124.95
2017-08-08,Food Grains,Rice,2263,0.22,203.67
2017-08-09,"Eggs, Meat & Fish",Chicken,1652,0.26,627.76
2017-08-09,Snacks,Noodles,854,0.3,324.52
2017-08-09,"Eggs, Meat & Fish",Mutton,1242,0.29,558.9
2017-08-09,Beverages,Soft Drinks,639,0.2,191.7
2017-08-09,Food Grains,Rice,1177,0.32,282.48
2017-08-11,Bakery,Breads & Buns,667,0.22,166.75
2017-08-11,Food Grains,Atta & Flour,1355,0.32,298.1
2017-08-11,Oil & Masala,Spices,631,0.25,164.06
2017-08-12,Bakery,Biscuits,1206,0.17,373.86
2017-08-12,Snacks,Chocolates,2215,0.21,221.5
2017-08-12,"Eggs, Meat & Fish",Chicken,2034,0.16,223.74
2017-08-12,Beverages,Health Drinks,839,0.15,159.41
2017-08-12,Bakery,Breads & Buns,1660,0.2,348.6
2017-08-12,"Eggs, Meat & Fish",Chicken,2216,0.2,199.44
2017-08-12,Beverages,Health Drinks,2022,0.29,586.38
2017-08-13,Beverages,Health Drinks,800,0.1,48
2017-08-13,Bakery,Biscuits,2267,0.15,612.09
2017-08-13,Fruits & Veggies,Organic Fruits,1087,0.18,108.7
2017-08-13,Food Grains,Atta & Flour,2449,0.29,930.62
2017-08-13,Food Grains,Rice,2397,0.25,958.8
2017-08-13,Fruits & Veggies,Fresh Fruits,1851,0.31,111.06
2017-08-13,"Eggs, Meat & Fish",Mutton,1462,0.28,292.4
2017-08-13,Snacks,Chocolates,2268,0.24,1020.6
2017-08-13,Beverages,Health Drinks,685,0.14,47.95
2017-08-13,Bakery,Breads & Buns,1743,0.27,418.32
2017-08-14,Snacks,Noodles,2000,0.25,800
2017-08-14,Fruits & Veggies,Fresh Vegetables,1932,0.15,463.68
2017-08-14,Fruits & Veggies,Fresh Fruits,770,0.12,53.9
2017-08-14,Food Grains,Rice,1604,0.2,673.68
2017-08-14,Bakery,Breads & Buns,2468,0.18,271.48
2017-08-14,Bakery,Cakes,1017,0.32,447.48
2017-08-15,Food Grains,Atta & Flour,1547,0.15,665.21
2017-08-15,Bakery,Breads & Buns,926,0.28,240.76
2017-08-15,Fruits & Veggies,Fresh Fruits,623,0.32,199.36
2017-08-15,Food Grains,Rice,1932,0.2,193.2
2017-08-15,Oil & Masala,Spices,803,0.27,216.81
2017-08-15,Beverages,Soft Drinks,528,0.26,105.6
2017-08-15,Snacks,Cookies,1257,0.11,75.42
2017-08-15,"Eggs, Meat & Fish",Mutton,522,0.18,182.7
2017-08-15,Oil & Masala,Masalas,647,0.3,187.63
2017-08-15,Beverages,Soft Drinks,2402,0.16,1056.88
2017-08-16,Fruits & Veggies,Fresh Fruits,2363,0.19,897.94
2017-08-16,Snacks,Cookies,795,0.34,286.2
2017-08-16,"Eggs, Meat & Fish",Chicken,1844,0.3,147.52
2017-08-17,Food Grains,Rice,1680,0.16,537.6
2017-08-18,"Eggs, Meat & Fish",Eggs,1980,0.12,118.8
2017-08-18,Fruits & Veggies,Fresh Vegetables,1610,0.23,563.5
2017-08-18,Bakery,Biscuits,1163,0.32,441.94
2017-08-18,Food Grains,Organic Staples,2460,0.22,393.6
2017-08-18,Food Grains,Rice,1956,0.18,567.24
2017-08-18,Fruits & Veggies,Organic Vegetables,1274,0.14,356.72
2017-08-19,"Eggs, Meat & Fish",Fish,1081,0.24,367.54
2017-08-19,Bakery,Breads & Buns,993,0.11,148.95
2017-08-19,"Eggs, Meat & Fish",Mutton,527,0.26,68.51
2017-08-20,"Eggs, Meat & Fish",Mutton,941,0.19,395.22
2017-08-21,Oil & Masala,Masalas,1255,0.12,539.65
2017-08-21,Food Grains,Organic Staples,1937,0.34,464.88
2017-08-21,Fruits & Veggies,Organic Vegetables,2440,0.11,878.4
2017-08-21,Bakery,Breads & Buns,900,0.15,333
2017-08-21,Snacks,Cookies,597,0.27,244.77
2017-08-21,"Eggs, Meat & Fish",Fish,779,0.35,350.55
2017-08-21,Snacks,Cookies,731,0.32,321.64
2017-08-21,Fruits & Veggies,Fresh Vegetables,719,0.17,244.46
2017-08-21,Oil & Masala,Masalas,1790,0.14,411.7
2017-08-21,Snacks,Chocolates,1902,0.28,798.84
2017-08-21,"Eggs, Meat & Fish",Mutton,771,0.12,131.07
2017-08-21,Bakery,Cakes,1308,0.3,196.2
2017-08-22,Bakery,Cakes,1703,0.2,221.39
2017-08-22,Food Grains,Rice,1630,0.13,537.9
2017-08-22,Snacks,Chocolates,1689,0.31,236.46
2017-08-22,"Eggs, Meat & Fish",Eggs,742,0.22,267.12
2017-08-22,Snacks,Cookies,1301,0.14,351.27
2017-08-22,Fruits & Veggies,Organic Fruits,1924,0.31,250.12
2017-08-22,Food Grains,Dals & Pulses,1974,0.14,197.4
2017-08-22,Snacks,Noodles,1028,0.33,318.68
2017-08-23,Food Grains,Atta & Flour,1880,0.34,357.2
2017-08-23,"Eggs, Meat & Fish",Mutton,902,0.1,324.72
2017-08-23,"Eggs, Meat & Fish",Eggs,1805,0.17,812.25
2017-08-23,Oil & Masala,Spices,1444,0.27,418.76
2017-08-23,Bakery,Breads & Buns,1252,0.23,212.84
2017-08-23,Snacks,Chocolates,513,0.35,87.21
2017-08-23,Food Grains,Rice,2010,0.23,241.2
2017-08-23,Fruits & Veggies,Organic Fruits,839,0.14,201.36
2017-08-23,"Eggs, Meat & Fish",Eggs,1764,0.18,617.4
2017-08-23,Food Grains,Organic Staples,1565,0.31,532.1
2017-08-23,Food Grains,Organic Staples,2109,0.1,168.72
2017-08-23,"Eggs, Meat & Fish",Eggs,1311,0.27,367.08
2017-08-23,"Eggs, Meat & Fish",Eggs,2191,0.34,328.65
2017-08-23,"Eggs, Meat & Fish",Mutton,1434,0.18,143.4
2017-08-23,Bakery,Breads & Buns,1164,0.31,162.96
2017-08-23,Food Grains,Rice,1448,0.15,289.6
2017-08-26,Bakery,Biscuits,2297,0.3,895.83
2017-08-26,Beverages,Health Drinks,1534,0.11,475.54
2017-08-26,Beverages,Health Drinks,2005,0.16,681.7
2017-08-26,Beverages,Health Drinks,995,0.25,338.3
2017-08-26,Oil & Masala,Masalas,2292,0.19,183.36
2017-08-26,Fruits & Veggies,Fresh Fruits,653,0.27,124.07
2017-08-26,Beverages,Health Drinks,681,0.21,299.64
2017-08-26,"Eggs, Meat & Fish",Eggs,964,0.14,318.12
2017-08-26,Fruits & Veggies,Organic Vegetables,1193,0.27,202.81
2017-08-26,Oil & Masala,Edible Oil & Ghee,1747,0.35,262.05
2017-08-26,Beverages,Soft Drinks,2191,0.29,525.84
2017-08-26,Beverages,Health Drinks,1838,0.34,514.64
2017-08-26,Snacks,Chocolates,2428,0.15,655.56
2017-08-26,"Eggs, Meat & Fish",Mutton,2189,0.25,766.15
2017-08-26,Beverages,Soft Drinks,2008,0.21,381.52
2017-08-26,Beverages,Soft Drinks,1025,0.12,92.25
2017-08-26,Oil & Masala,Spices,1747,0.26,157.23
2017-08-26,Fruits & Veggies,Organic Fruits,1707,0.34,597.45
2017-08-26,Oil & Masala,Spices,1869,0.26,579.39
2017-08-26,"Eggs, Meat & Fish",Eggs,1053,0.15,179.01
2017-08-27,Food Grains,Organic Staples,700,0.33,252
2017-08-27,Bakery,Cakes,550,0.32,203.5
2017-08-27,Food Grains,Organic Staples,1454,0.1,232.64
2017-08-27,"Eggs, Meat & Fish",Chicken,1194,0.28,143.28
2017-08-27,Beverages,Soft Drinks,2413,0.18,1085.85
2017-08-27,Fruits & Veggies,Organic Fruits,1211,0.15,448.07
2017-08-27,Beverages,Health Drinks,623,0.28,62.3
2017-08-27,Oil & Masala,Masalas,1903,0.19,380.6
2017-08-27,Fruits & Veggies,Organic Vegetables,1537,0.12,322.77
2017-08-27,"Eggs, Meat & Fish",Fish,797,0.17,135.49
2017-08-27,Bakery,Breads & Buns,2351,0.32,658.28
2017-08-27,Beverages,Soft Drinks,1499,0.18,584.61
2017-08-27,Fruits & Veggies,Organic Vegetables,685,0.31,246.6
2017-08-28,Fruits & Veggies,Organic Vegetables,1425,0.12,441.75
2017-08-28,Fruits & Veggies,Organic Fruits,969,0.11,184.11
2017-08-28,Snacks,Cookies,2434,0.13,803.22
2017-08-28,Snacks,Cookies,2081,0.18,145.67
2017-08-28,Fruits & Veggies,Organic Fruits,2305,0.35,645.4
2017-08-28,Oil & Masala,Masalas,611,0.16,42.77
2017-08-29,Oil & Masala,Spices,1475,0.26,531
2017-08-29,Bakery,Cakes,2118,0.35,910.74
2017-08-29,Beverages,Soft Drinks,1527,0.17,671.88
2017-08-29,"Eggs, Meat & Fish",Eggs,1395,0.28,558
2017-08-29,Food Grains,Rice,1158,0.19,497.94
2017-08-29,"Eggs, Meat & Fish",Fish,648,0.24,233.28
2017-08-29,Oil & Masala,Masalas,2010,0.26,703.5
2017-08-29,"Eggs, Meat & Fish",Mutton,762,0.17,297.18
2017-08-29,Beverages,Soft Drinks,1989,0.32,576.81
2017-08-30,Fruits & Veggies,Fresh Vegetables,945,0.22,226.8
2017-08-30,Beverages,Health Drinks,590,0.22,82.6
2017-08-30,Beverages,Health Drinks,1583,0.3,316.6
2017-08-30,Beverages,Health Drinks,1534,0.15,245.44
2017-08-30,Snacks,Noodles,2133,0.12,490.59
2017-08-30,Snacks,Noodles,1241,0.14,248.2
2017-08-30,Fruits & Veggies,Fresh Vegetables,1402,0.28,476.68
2017-08-31,Food Grains,Dals & Pulses,1937,0.24,503.62
2017-09-01,Food Grains,Atta & Flour,978,0.17,68.46
2017-09-01,Fruits & Veggies,Fresh Vegetables,2014,0.26,684.76
2017-09-01,Bakery,Breads & Buns,645,0.21,187.05
2017-09-01,Food Grains,Rice,2194,0.12,680.14
2017-09-01,Beverages,Health Drinks,1244,0.17,62.2
2017-09-01,Bakery,Breads & Buns,2319,0.1,417.42
2017-09-01,Fruits & Veggies,Fresh Fruits,1599,0.22,399.75
2017-09-01,Beverages,Health Drinks,947,0.3,132.58
2017-09-01,Fruits & Veggies,Fresh Vegetables,783,0.17,305.37
2017-09-01,Fruits & Veggies,Fresh Fruits,1494,0.27,164.34
2017-09-01,Snacks,Cookies,1320,0.2,211.2
2017-09-01,"Eggs, Meat & Fish",Fish,671,0.13,120.78
2017-09-01,Bakery,Biscuits,2433,0.24,1046.19
2017-09-01,Beverages,Soft Drinks,532,0.3,63.84
2017-09-01,Fruits & Veggies,Organic Vegetables,1098,0.18,417.24
2017-09-01,Bakery,Cakes,1584,0.11,332.64
2017-09-01,Snacks,Noodles,2394,0.18,957.6
2017-09-01,Fruits & Veggies,Fresh Vegetables,1014,0.16,111.54
2017-09-01,Fruits & Veggies,Organic Fruits,2435,0.22,681.8
2017-09-01,Food Grains,Organic Staples,1249,0.11,74.94
2017-09-02,Bakery,Breads & Buns,2181,0.18,283.53
2017-09-02,Food Grains,Atta & Flour,1621,0.2,437.67
2017-09-02,Bakery,Cakes,955,0.26,296.05
2017-09-02,Food Grains,Atta & Flour,1095,0.17,219
2017-09-02,"Eggs, Meat & Fish",Mutton,2284,0.27,799.4
2017-09-02,Beverages,Health Drinks,2186,0.26,371.62
2017-09-02,Bakery,Biscuits,1365,0.34,204.75
2017-09-02,Oil & Masala,Spices,2194,0.34,987.3
2017-09-02,Bakery,Cakes,2470,0.12,197.6
2017-09-02,Beverages,Health Drinks,2069,0.16,455.18
2017-09-02,Oil & Masala,Spices,1950,0.25,546
2017-09-02,Snacks,Noodles,882,0.15,273.42
2017-09-02,Beverages,Health Drinks,1970,0.14,137.9
2017-09-02,Food Grains,Dals & Pulses,1817,0.19,763.14
2017-09-02,Bakery,Cakes,1806,0.28,505.68
2017-09-02,Oil & Masala,Spices,2448,0.34,930.24
2017-09-02,Food Grains,Dals & Pulses,548,0.27,186.32
2017-09-02,Beverages,Soft Drinks,1377,0.31,179.01
2017-09-02,Oil & Masala,Spices,1644,0.22,131.52
2017-09-02,Snacks,Noodles,2235,0.3,402.3
2017-09-02,Fruits & Veggies,Organic Vegetables,1491,0.26,357.84
2017-09-02,Oil & Masala,Masalas,706,0.26,42.36
2017-09-02,Snacks,Chocolates,620,0.27,117.8
2017-09-02,"Eggs, Meat & Fish",Mutton,2369,0.18,876.53
2017-09-02,"Eggs, Meat & Fish",Fish,2479,0.32,347.06
2017-09-02,"Eggs, Meat & Fish",Mutton,1684,0.28,690.44
2017-09-03,Food Grains,Organic Staples,1598,0.13,719.1
2017-09-03,Bakery,Breads & Buns,1852,0.25,796.36
2017-09-03,Snacks,Chocolates,929,0.3,325.15
2017-09-03,Fruits & Veggies,Organic Vegetables,2080,0.17,145.6
2017-09-03,Bakery,Breads & Buns,2417,0.15,773.44
2017-09-03,Snacks,Noodles,615,0.33,239.85
2017-09-03,Beverages,Soft Drinks,788,0.25,291.56
2017-09-03,Food Grains,Organic Staples,898,0.19,161.64
2017-09-03,Bakery,Cakes,2304,0.17,1013.76
2017-09-03,Fruits & Veggies,Fresh Vegetables,1706,0.22,136.48
2017-09-03,Snacks,Chocolates,927,0.21,46.35
2017-09-03,Snacks,Chocolates,1960,0.25,333.2
2017-09-03,Snacks,Chocolates,1286,0.12,450.1
2017-09-04,Oil & Masala,Masalas,2264,0.28,226.4
2017-09-04,Fruits & Veggies,Fresh Fruits,1893,0.22,700.41
2017-09-04,"Eggs, Meat & Fish",Eggs,1896,0.12,853.2
2017-09-04,Fruits & Veggies,Organic Fruits,1413,0.3,452.16
2017-09-04,Bakery,Biscuits,1363,0.1,558.83
2017-09-04,Snacks,Noodles,1857,0.27,315.69
2017-09-04,Bakery,Cakes,2491,0.26,1120.95
2017-09-04,Fruits & Veggies,Fresh Fruits,1859,0.28,204.49
2017-09-04,Snacks,Noodles,1639,0.22,360.58
2017-09-04,Food Grains,Atta & Flour,939,0.27,122.07
2017-09-04,Snacks,Cookies,1480,0.24,355.2
2017-09-04,Bakery,Breads & Buns,1426,0.13,399.28
2017-09-04,"Eggs, Meat & Fish",Mutton,1540,0.11,107.8
2017-09-04,Oil & Masala,Spices,1111,0.31,388.85
2017-09-04,Oil & Masala,Edible Oil & Ghee,861,0.2,103.32
2017-09-04,Oil & Masala,Masalas,1532,0.32,91.92
2017-09-04,Bakery,Cakes,765,0.13,114.75
2017-09-04,Bakery,Cakes,583,0.28,151.58
2017-09-05,Bakery,Biscuits,866,0.32,381.04
2017-09-05,Fruits & Veggies,Fresh Vegetables,620,0.3,74.4
2017-09-05,Snacks,Noodles,1216,0.27,547.2
2017-09-05,"Eggs, Meat & Fish",Fish,686,0.3,34.3
2017-09-05,Food Grains,Dals & Pulses,1648,0.23,313.12
2017-09-05,Food Grains,Dals & Pulses,506,0.23,217.58
2017-09-05,Snacks,Chocolates,1579,0.21,347.38
2017-09-05,Oil & Masala,Edible Oil & Ghee,573,0.12,183.36
2017-09-05,Beverages,Health Drinks,2140,0.33,791.8
2017-09-05,Snacks,Cookies,2019,0.1,706.65
2017-09-05,Bakery,Breads & Buns,2246,0.2,539.04
2017-09-05,Fruits & Veggies,Fresh Vegetables,1559,0.15,155.9
2017-09-05,Snacks,Cookies,1375,0.18,426.25
2017-09-05,Fruits & Veggies,Organic Fruits,2306,0.22,899.34
2017-09-05,"Eggs, Meat & Fish",Fish,960,0.22,393.6
2017-09-05,Oil & Masala,Edible Oil & Ghee,580,0.28,29
2017-09-05,"Eggs, Meat & Fish",Eggs,2453,0.14,466.07
2017-09-05,"Eggs, Meat & Fish",Chicken,1657,0.13,331.4
2017-09-05,Beverages,Soft Drinks,1457,0.19,553.66
2017-09-05,Beverages,Soft Drinks,1556,0.15,389
2017-09-05,Snacks,Cookies,707,0.28,289.87
2017-09-05,Fruits & Veggies,Organic Vegetables,2122,0.28,679.04
2017-09-05,Snacks,Cookies,2056,0.12,801.84
2017-09-05,Oil & Masala,Masalas,2435,0.24,511.35
2017-09-05,Food Grains,Atta & Flour,1040,0.19,291.2
2017-09-05,Beverages,Soft Drinks,1391,0.1,403.39
2017-09-05,Food Grains,Organic Staples,1273,0.24,343.71
2017-09-05,"Eggs, Meat & Fish",Mutton,1160,0.35,382.8
2017-09-05,Bakery,Cakes,859,0.22,154.62
2017-09-05,Food Grains,Rice,1254,0.33,551.76
2017-09-05,Oil & Masala,Edible Oil & Ghee,1126,0.11,484.18
2017-09-05,Snacks,Noodles,1220,0.26,366
2017-09-05,Bakery,Biscuits,733,0.34,329.85
2017-09-05,Food Grains,Organic Staples,1647,0.13,214.11
2017-09-05,Snacks,Noodles,2164,0.26,281.32
2017-09-05,Food Grains,Rice,1451,0.31,551.38
2017-09-05,"Eggs, Meat & Fish",Chicken,618,0.12,185.4
2017-09-05,"Eggs, Meat & Fish",Chicken,2303,0.17,276.36
2017-09-06,Snacks,Chocolates,2301,0.28,391.17
2017-09-06,Food Grains,Organic Staples,525,0.31,99.75
2017-09-06,Bakery,Biscuits,978,0.21,195.6
2017-09-06,Beverages,Soft Drinks,1510,0.19,543.6
2017-09-06,Snacks,Noodles,915,0.21,155.55
2017-09-06,Oil & Masala,Edible Oil & Ghee,1317,0.26,223.89
2017-09-06,Beverages,Health Drinks,2032,0.18,467.36
2017-09-06,Snacks,Noodles,1150,0.25,195.5
2017-09-08,Bakery,Breads & Buns,1042,0.2,177.14
2017-09-08,Beverages,Health Drinks,1519,0.23,318.99
2017-09-08,Beverages,Health Drinks,532,0.26,148.96
